"","Season","Name","Team","POS","GP","GS","IP","GO","AO","NP","O","CG","SHO","BK","GO/AO","P/INN","K/BB","K/9","W/9","H/9","R/9","HR/9","K%","BB%","K-BB%"
"158","2024","Mario Jimenez","TAB","P",28,0,"27.0",25,36,443,81,0,0,0,"0.69","16.41","1.50","6.00","4.00","7.67","4.67","1.33",15.5,10.3,5.2
"159","2024","JC Ramírez","AGS","P",14,14,"72.0",72,82,1100,216,0,0,1,"0.88","15.28","1.64","5.75","3.50","9.88","4.50","1.00",14.7,9,5.7
"160","2024","Steven Moyers","MVA","P",14,11,"67.1",99,56,946,202,1,0,0,"1.77","14.05","1.72","4.14","2.41","10.02","4.81","1.20",11.1,6.4,4.7
"161","2024","Daniel Ponce de Leon","MEX","P",16,9,"42.1",27,37,809,127,0,0,0,"0.73","19.11","2.13","13.61","6.38","7.65","4.46","0.85",32.7,15.3,17.4
"162","2024","Ulises Joaquin","AGS","P",33,5,"60.0",59,60,952,180,0,0,0,"0.98","15.87","2.26","6.45","2.85","11.25","4.50","1.50",16.6,7.3,9.3
"163","2024","Brac Warren","MVA","P",30,0,"26.2",23,28,474,80,0,0,0,"0.82","17.78","2.00","9.45","4.73","7.43","5.74","0.34",24.1,12.1,12
"164","2024","César Valdez","YUC","P",18,18,"106.1",144,98,1465,319,0,0,1,"1.47","13.78","6.08","6.18","1.02","9.90","4.49","1.18",16.3,2.7,13.6
"165","2024","Jojanse Torres","OAX","P",36,0,"35.1",39,39,541,106,0,0,0,"1.00","15.31","1.39","6.37","4.58","8.15","5.09","0.51",16.3,11.8,4.5
"166","2024","Wilmer Rios","MVA","P",17,17,"85.2",104,95,1315,257,0,0,0,"1.09","15.35","2.43","5.36","2.21","9.56","4.62","0.53",14,5.8,8.2
"167","2024","Stephen Tarpley","MTY","P",17,17,"81.0",95,60,1295,243,0,0,4,"1.58","15.99","2.14","8.33","3.89","9.33","4.44","0.56",21.3,9.9,11.4
"168","2024","Cody Reed","TAB","P",26,0,"19.2",27,19,308,59,0,0,0,"1.42","15.66","0.82","4.12","5.03","8.69","4.58","0.46",10.2,12.5,-2.3
"169","2024","Richard Rodríguez","MTY","P",41,0,"41.1",29,38,658,124,0,0,0,"0.76","15.92","6.50","11.32","1.74","7.62","5.01","1.52",31.5,4.8,26.7
"170","2024","Luis Castillo","CAM","P",25,1,"30.1",28,35,535,91,0,0,0,"0.80","17.64","1.67","7.42","4.45","9.20","4.75","1.78",18.4,11,7.4
"171","2024","Pedro Salazar","JAL","P",4,0,"4.1",2,8,78,13,0,0,0,"0.25","18.00","0.75","6.23","8.31","8.31","6.23","0.00",14.3,19,-4.7
"172","2024","Aldo Montes","LAG","P",8,8,"34.1",41,36,637,103,0,0,0,"1.14","18.55","1.44","6.03","4.19","9.70","5.77","1.05",14.6,10.1,4.5
"173","2024","Conner Menez","MEX","P",31,7,"53.0",71,39,878,159,0,0,1,"1.82","16.57","2.50","7.64","3.06","10.53","5.60","0.51",19,7.6,11.4
"174","2024","Jesse Galindo","TIG","P",27,0,"29.2",23,36,488,89,0,0,0,"0.64","16.45","2.00","7.89","3.94","8.49","5.46","0.91",20.3,10.2,10.1
"175","2024","Zac Rosscup","TIJ","P",26,1,"36.0",26,41,685,108,0,0,0,"0.63","19.03","2.41","10.25","4.25","9.25","4.25","0.75",25.2,10.4,14.8
"176","2024","Ernesto Zaragoza","OAX","P",23,0,"21.0",23,19,360,63,0,0,0,"1.21","17.14","1.82","8.57","4.71","7.71","5.14","1.29",21.5,11.8,9.7
"177","2024","Alfred Gutierrez","PUE","P",47,0,"44.0",42,33,825,132,0,0,1,"1.27","18.75","2.52","10.84","4.30","9.61","4.70","0.41",26.6,10.6,16
"178","2024","Jared Lakind","MTY","P",18,2,"37.2",57,23,638,113,0,0,0,"2.48","16.94","1.43","7.17","5.02","10.04","5.50","0.72",17.2,12.1,5.1
"179","2024","Loiger Padron","CAM","P",22,0,"23.0",16,26,405,69,0,0,0,"0.62","17.61","5.00","9.78","1.96","9.78","4.30","3.91",25.8,5.2,20.6
"180","2024","Luis Ivan Rodriguez","JAL","P",15,15,"77.1",96,67,1225,232,0,0,0,"1.43","15.84","3.50","6.52","1.86","11.06","4.89","0.93",16.6,4.7,11.9
"181","2024","Irving Machuca","CAM","P",32,0,"33.1",23,35,519,100,0,0,0,"0.66","15.57","3.08","9.99","3.24","7.29","4.59","1.35",27.6,9,18.6
"182","2024","Fabian Muniz","QRO","P",11,0,"8.1",10,7,134,25,0,0,0,"1.43","16.08","1.75","7.56","4.32","7.56","4.32","0.00",20,11.4,8.6
"183","2024","D.J. Snelten","OAX","P",25,0,"18.2",17,10,387,56,0,0,0,"1.70","20.73","1.80","13.02","7.23","8.20","4.82","0.48",31,17.2,13.8
"184","2024","Zach Mort","SLT","P",18,18,"87.0",70,93,1418,261,0,0,0,"0.75","16.30","4.16","8.17","1.97","11.38","4.55","1.03",21.2,5.1,16.1
"185","2024","Daniel Zazueta","CAM","P",32,2,"29.0",35,25,485,87,0,0,0,"1.40","16.72","2.09","7.14","3.41","9.93","5.28","0.31",18.1,8.7,9.4
"186","2024","Isaac Jimenez","DUR","P",37,0,"33.0",33,34,567,99,0,0,0,"0.97","17.18","1.77","6.27","3.55","11.18","5.45","1.09",15.9,9,6.9
"187","2024","Luis Escobar","MVA","P",18,12,"63.2",79,64,1030,191,0,0,0,"1.23","16.18","1.09","4.95","4.52","9.33","5.23","1.41",12.5,11.4,1.1
"188","2024","Jhon Romero","AGS","P",38,0,"39.0",38,32,585,117,0,0,0,"1.19","15.00","3.21","10.38","3.23","7.15","5.08","1.62",28.1,8.8,19.3
"189","2024","Jeremy Walker","LAG","P",9,9,"39.0",46,40,662,117,0,0,0,"1.15","16.97","1.00","4.62","4.62","8.54","4.38","0.69",11.8,11.8,0
"190","2024","Pablo Tellez","MVA","P",17,11,"51.0",52,47,893,153,0,0,0,"1.11","17.51","2.35","8.29","3.53","10.06","4.76","1.24",21,8.9,12.1
"191","2024","Vicente Valenzuela","TIG","P",37,1,"34.2",33,23,644,104,0,0,0,"1.43","18.58","2.65","11.68","4.41","8.57","4.93","1.04",29.6,11.2,18.4
"192","2024","Juan Pablo Oramas","TAB","P",18,18,"93.1",78,116,1607,280,1,0,1,"0.67","17.22","1.73","6.85","3.95","9.35","4.63","1.54",17.6,10.1,7.5
"193","2024","Austin Hansen","JAL","P",29,0,"30.1",36,21,499,91,0,0,0,"1.71","16.45","3.63","8.60","2.37","11.27","5.04","0.89",21.2,5.8,15.4
"194","2024","Jose Bravo","MEX","P",11,11,"52.1",67,49,777,157,1,0,0,"1.37","14.85","1.88","5.16","2.75","8.60","4.47","1.38",14,7.4,6.6
"195","2024","Alejandro Soto","VER","P",15,10,"52.1",39,67,869,157,0,0,1,"0.58","16.61","3.00","7.22","2.41","9.29","5.16","1.03",18.8,6.3,12.5
"196","2024","Yunesky Maya","CAM","P",15,15,"74.1",74,93,1261,223,0,0,2,"0.80","16.96","1.58","5.93","3.75","8.96","4.84","1.21",15,9.5,5.5
"197","2024","Diogenes Almengo","CAM","P",35,0,"36.0",32,39,579,108,0,0,0,"0.82","16.08","1.87","7.00","3.75","9.25","4.50","0.50",18.4,9.9,8.5
"198","2024","Geoff Broussard","LAR","P",45,0,"42.0",35,40,703,126,0,0,0,"0.88","16.74","3.92","10.07","2.57","10.50","4.71","0.43",25.4,6.5,18.9
"199","2024","Kenny Hernandez","PUE","P",26,1,"24.0",37,17,399,72,0,0,0,"2.18","16.63","1.78","6.00","3.38","11.25","6.00","0.75",14.3,8,6.3
"200","2024","Ivan Izaguirre","SLT","P",17,0,"20.0",19,22,245,60,0,0,0,"0.86","12.25","4.00","7.20","1.80","7.20","4.50","0.90",20.5,5.1,15.4
"201","2024","Richelson Peña","QRO","P",4,4,"18.0",20,25,284,54,0,0,0,"0.80","15.78","4.00","4.00","1.00","12.00","5.00","1.00",10.1,2.5,7.6
"202","2024","Dereck Rodríguez","JAL","P",16,16,"82.0",87,98,1314,246,0,0,0,"0.89","16.02","1.70","5.60","3.29","8.67","4.50","1.10",14.7,8.6,6.1
"203","2024","Kevin McCarthy","LAR","P",18,15,"71.2",93,78,1107,215,0,0,0,"1.19","15.45","1.94","3.89","2.01","11.05","5.40","0.75",9.9,5.1,4.8
"204","2024","Erick Casillas","VER","P",43,0,"39.2",39,40,678,119,0,0,0,"0.98","17.09","1.30","6.81","5.22","9.08","4.54","0.45",17.1,13.1,4
"205","2024","Alexandro Tovalin","YUC","P",42,0,"39.2",43,37,658,119,0,0,1,"1.16","16.59","2.92","8.62","2.95","9.30","4.76","0.45",21.8,7.5,14.3
"206","2024","Greg Veliz","AGS","P",29,0,"33.2",43,23,582,101,0,0,1,"1.87","17.29","1.63","6.95","4.28","9.62","4.81","1.07",17.9,11,6.9
"207","2024","Reza Aleaziz","OAX","P",38,0,"31.2",30,35,547,95,0,0,0,"0.86","17.27","2.08","7.67","3.69","9.95","4.55","1.99",19.1,9.2,9.9
"208","2024","Keury Mella","MTY","P",33,0,"29.2",46,30,493,89,0,0,0,"1.53","16.62","0.41","2.12","5.16","9.40","4.85","0.61",5.3,12.9,-7.6
"209","2024","Anibal Cervantes","SLT","P",12,3,"27.2",40,24,423,83,0,0,1,"1.67","15.29","1.50","4.88","3.25","12.36","4.88","0.65",11.7,7.8,3.9
"210","2024","Alex Claudio","MEX","P",32,0,"27.2",33,27,385,83,0,0,4,"1.22","13.92","2.57","5.86","2.28","9.43","4.55","1.30",15.7,6.1,9.6
"211","2024","Phillips Valdez","VER","P",16,16,"77.0",102,83,1180,231,0,0,0,"1.23","15.32","1.52","4.09","2.69","9.70","5.03","1.29",10.5,6.9,3.6
"212","2024","Michael Boyle","YUC","P",22,0,"19.2",23,20,305,59,0,0,0,"1.15","15.51","2.50","6.86","2.75","10.07","5.49","0.46",17.4,7,10.4
"213","2024","Jesus Valles","TIG","P",21,3,"31.1",29,37,575,94,0,0,0,"0.78","18.35","1.26","6.89","5.46","10.63","4.88","1.44",16.3,12.9,3.4
"214","2024","Joey Pulido","MVA","P",26,0,"29.1",30,31,429,88,0,0,0,"0.97","14.63","2.75","6.75","2.45","8.28","5.22","1.53",18.5,6.7,11.8
"215","2024","Fred Villarreal","TAB","P",35,0,"29.1",41,17,509,88,0,0,0,"2.41","17.35","1.50","8.28","5.52","8.59","4.91","0.92",19.7,13.1,6.6
"216","2024","Jimmy Yacabonis","MEX","P",38,0,"43.0",52,31,649,129,0,0,0,"1.68","15.09","2.71","7.95","2.93","9.42","4.60","1.05",20.8,7.7,13.1
"217","2024","Félix Paulino","TIG","P",11,0,"11.2",14,8,196,35,0,0,0,"1.75","16.80","3.67","8.49","2.31","13.89","5.40","0.77",20.4,5.6,14.8
"218","2024","Fernando Abad","SLT","P",42,0,"40.2",50,39,597,122,0,0,0,"1.28","14.68","4.43","6.86","1.55","9.96","4.65","0.44",17.9,4,13.9
"219","2024","Adolfo Ramirez","VER","P",15,0,"19.1",17,17,401,58,0,0,0,"1.00","20.74","1.47","11.64","7.91","8.84","6.05","1.40",25.8,17.5,8.3
"220","2024","Edgar Santana","PUE","P",48,0,"48.1",62,53,700,145,0,0,0,"1.17","14.48","3.00","5.03","1.68","11.17","5.21","1.49",12.7,4.2,8.5
"221","2024","Jesus Vargas","PUE","P",20,16,"87.0",106,88,1383,261,0,0,0,"1.20","15.90","2.68","6.10","2.28","10.45","5.17","1.34",15.5,5.8,9.7
"222","2024","Kevin Kelly","MTY","P",16,11,"52.0",47,64,982,156,1,1,1,"0.73","18.88","1.08","6.75","6.23","9.52","5.71","1.04",15.9,14.6,1.3
"223","2024","R.J. Martinez","TAB","P",26,5,"40.1",44,34,680,121,0,0,1,"1.29","16.86","3.25","8.70","2.68","8.70","4.69","1.79",23.1,7.1,16
"224","2024","Carlos Martinez","TAB","P",22,5,"46.0",59,43,741,138,0,0,0,"1.37","16.11","2.77","7.04","2.54","9.98","5.67","0.98",17.6,6.3,11.3
"225","2024","Odrisamer Despaigne","YUC","P",18,18,"98.2",135,76,1673,296,2,1,0,"1.78","16.96","2.69","7.11","2.65","9.21","5.66","0.73",18.3,6.8,11.5
"226","2024","Samuel Burgos","MVA","P",3,0,"5.2",9,3,84,17,0,0,0,"3.00","14.82","2.00","6.35","3.18","9.53","6.35","0.00",16,8,8
"227","2024","Antonio Garzon","CHI","P",29,0,"22.2",27,26,357,68,0,0,0,"1.04","15.75","1.10","4.37","3.97","9.53","5.56","0.40",10.9,9.9,1
"228","2024","Braden Webb","LAG","P",18,18,"82.2",65,90,1517,248,0,0,1,"0.72","18.35","1.47","8.49","5.77","9.36","5.55","1.09",20.7,14.1,6.6
"229","2024","Yoennis Yera","TAB","P",15,12,"61.2",60,58,1041,185,0,0,1,"1.03","16.88","2.61","8.76","3.36","9.92","5.40","1.31",22.2,8.5,13.7
"230","2024","Fernando Lozano","PUE","P",16,13,"63.1",63,68,1006,190,0,0,0,"0.93","15.88","2.29","6.82","2.98","9.24","5.12","0.99",18.1,7.9,10.2
"231","2024","Johan Castillo","TIG","P",5,5,"22.1",16,27,391,67,0,0,0,"0.59","17.51","1.83","8.87","4.84","8.87","5.24","1.21",21.8,11.9,9.9
"232","2024","Andrew Pérez","JAL","P",42,0,"35.1",40,22,603,106,0,0,0,"1.82","17.07","1.89","8.66","4.58","10.19","4.84","0.51",21.8,11.5,10.3
"233","2024","Max Kuhns","LEO","P",41,1,"39.0",39,24,773,117,0,0,0,"1.63","19.82","2.32","11.77","5.08","10.85","5.54","0.46",27.7,12,15.7
"234","2024","Esmil Rogers","VER","P",17,17,"91.0",111,98,1424,273,1,1,0,"1.13","15.65","1.90","5.44","2.87","9.30","5.34","0.99",14.1,7.4,6.7
"235","2024","Felipe Gonzalez","LEO","P",15,12,"55.2",42,66,1061,167,0,0,1,"0.64","19.06","1.93","9.05","4.69","10.02","5.34","0.81",21.4,11.1,10.3
"236","2024","Jose Isidro Marquez","TIG","P",38,0,"29.2",31,21,518,89,0,0,0,"1.48","17.46","1.76","11.22","6.37","7.28","5.16","1.21",27.6,15.7,11.9
"237","2024","Elvis Araujo","VER","P",11,10,"50.0",46,55,882,150,1,0,0,"0.84","17.64","2.10","7.56","3.60","8.82","5.40","1.44",19.6,9.3,10.3
"238","2024","Jonas Garibay","VER","P",31,0,"33.1",38,31,542,100,0,0,0,"1.23","16.26","2.00","7.02","3.51","11.07","6.21","0.27",17.2,8.6,8.6
"239","2024","Wendolyn Bautista","TIJ","P",16,12,"64.2",51,71,1075,194,0,0,1,"0.72","16.62","2.00","8.91","4.45","8.07","5.15","0.84",23.1,11.6,11.5
"240","2024","Braulio Torres-Perez","SLT","P",17,17,"82.2",95,82,1338,248,0,0,2,"1.16","16.19","2.61","6.53","2.50","9.36","5.01","0.98",17.2,6.6,10.6
"241","2024","Jorge Tavarez","MVA","P",14,11,"51.1",54,48,795,154,0,0,0,"1.13","15.49","2.10","7.36","3.51","8.24","4.91","0.53",19.5,9.3,10.2
"242","2024","Jake Thompson","LEO","P",13,13,"58.2",77,63,990,176,0,0,0,"1.22","16.88","1.45","4.91","3.38","11.81","5.83","1.07",11.7,8,3.7
"243","2024","Gabriel Ynoa","PUE","P",19,19,"91.2",104,108,1472,275,0,0,0,"0.96","16.06","1.54","4.22","2.75","12.47","5.30","1.57",10.4,6.8,3.6
"244","2024","Luis Romero","QRO","P",10,10,"40.0",40,45,701,120,0,0,1,"0.89","17.53","1.29","6.08","4.73","11.48","5.63","0.45",14.4,11.2,3.2
"245","2024","Odalvi Javier","OAX","P",29,7,"52.2",71,42,940,158,0,0,1,"1.69","17.85","1.22","6.66","5.47","9.91","6.32","1.37",15.9,13.1,2.8
"246","2024","Anhuar Garcia","YUC","P",11,0,"12.2",19,11,212,38,0,0,0,"1.73","16.74","5.00","7.11","1.42","11.37","7.82","0.00",16.9,3.4,13.5
"247","2024","Alex Colomé","MTY","P",40,0,"34.1",48,26,546,103,0,0,0,"1.85","15.90","4.14","7.60","1.83","11.80","6.55","0.52",18.5,4.5,14
"248","2024","Deyni Olivero","TIG","P",9,9,"39.2",46,43,704,119,0,0,0,"1.07","17.75","1.88","6.81","3.63","10.66","7.03","0.68",16.2,8.6,7.6
"249","2024","Jake Walters","OAX","P",17,17,"79.1",80,80,1416,238,1,1,1,"1.00","17.85","1.49","6.92","4.65","10.21","5.22","1.02",16.9,11.4,5.5
"250","2024","Mario Morales","TAB","P",9,0,"9.0",13,7,157,27,0,0,0,"1.86","17.44","6.00","6.00","1.00","10.00","5.00","2.00",15.8,2.6,13.2
"251","2024","Joe Van Meter","LAG","P",16,16,"75.1",76,97,1263,226,0,0,2,"0.78","16.77","1.80","5.38","2.99","11.35","5.50","1.43",13.3,7.4,5.9
"252","2024","Yorvin Pantoja","TIG","P",34,0,"30.1",25,32,496,91,0,0,0,"0.78","16.35","2.00","7.12","3.56","8.01","5.04","0.59",20,10,10
"253","2024","Alemao Hernandez","MEX","P",18,4,"41.0",43,46,654,123,0,0,0,"0.93","15.95","2.60","5.71","2.20","12.51","5.05","0.88",14,5.4,8.6
"254","2024","Norman Elenes","CAM","P",21,0,"21.1",36,20,350,64,0,0,0,"1.80","16.41","1.13","3.80","3.38","12.66","5.91","2.53",8.7,7.7,1
"255","2024","Stevie Ledesma","MVA","P",5,2,"10.2",10,13,203,32,0,0,0,"0.77","19.03","1.25","4.22","3.38","11.81","5.06","1.69",10.9,8.7,2.2
"256","2024","Mickey Jannis","SLT","P",19,2,"46.0",64,32,799,138,0,0,0,"2.00","17.37","1.15","6.07","5.28","10.96","5.67","0.98",14.8,12.9,1.9
"257","2024","Steven Fuentes","JAL","P",18,11,"53.0",67,59,905,159,0,0,0,"1.14","17.08","1.00","3.91","3.91","10.70","5.26","0.51",9.5,9.5,0
"258","2024","Ronnie Williams","MEX","P",16,16,"72.0",76,67,1264,216,0,0,0,"1.13","17.56","2.31","7.50","3.25","10.13","6.00","1.25",18.9,8.2,10.7
"259","2024","Faustino Carrera","LEO","P",15,15,"73.2",68,89,1190,221,0,0,1,"0.76","16.15","2.64","7.09","2.69","10.38","6.11","0.98",17.8,6.7,11.1
"260","2024","Walker Lockett","TAB","P",3,3,"14.0",11,9,217,42,0,0,0,"1.22","15.50","3.33","12.86","3.86","8.36","5.14","0.64",33.3,10,23.3
"261","2024","Roel Ramírez","TIJ","P",41,0,"38.1",34,45,619,115,0,0,0,"0.76","16.15","2.83","7.98","2.82","10.33","5.40","0.94",19.8,7,12.8
"262","2024","Derek West","AGS","P",16,16,"73.0",69,83,1324,219,0,0,0,"0.83","18.14","1.69","7.27","4.32","9.37","5.55","1.36",18.2,10.8,7.4
"263","2024","Solomon Bates","OAX","P",16,16,"76.1",66,75,1325,229,0,0,0,"0.88","17.36","2.26","9.31","4.13","9.43","5.54","1.30",23.5,10.4,13.1
"264","2024","Fabian Cota","MTY","P",30,0,"26.0",26,23,448,78,0,0,0,"1.13","17.23","3.43","8.31","2.42","9.69","5.19","1.04",21.6,6.3,15.3
"265","2024","Jorge Sauceda","JAL","P",19,2,"31.0",31,32,546,93,0,0,0,"0.97","17.61","2.00","6.97","3.48","10.45","5.23","0.58",17.4,8.7,8.7
"266","2024","Liarvis Breto","CHI","P",39,0,"34.1",39,22,576,103,0,0,1,"1.77","16.78","2.56","10.75","4.19","9.44","6.29","1.57",26.5,10.3,16.2
"267","2024","Javier Solano","CAM","P",16,16,"90.1",95,124,1401,271,1,0,0,"0.77","15.51","2.71","4.58","1.69","11.26","5.48","1.59",11.6,4.3,7.3
"268","2024","Porfirio Lopez","TIJ","P",25,4,"46.0",43,46,802,138,0,0,2,"0.93","17.43","1.43","7.83","5.48","9.59","6.07","0.98",19.3,13.5,5.8
"269","2024","Andy Otero","QRO","P",16,16,"76.2",81,79,1354,230,0,0,0,"1.03","17.66","2.24","6.57","2.93","13.27","5.75","1.29",15.8,7,8.8
"270","2024","Yeury Gervacio","QRO","P",27,2,"37.1",27,45,673,112,0,0,2,"0.60","18.03","1.65","9.16","5.54","7.47","5.30","0.96",22.6,13.7,8.9
"271","2024","Lewis Thorpe","CHI","P",18,17,"74.2",63,75,1387,224,0,0,0,"0.84","18.58","2.16","9.64","4.46","10.61","5.79","1.08",22.9,10.6,12.3
"272","2024","Nico Tellache","LAG","P",19,19,"94.2",126,76,1594,284,0,0,2,"1.66","16.84","3.08","7.61","2.47","10.08","6.18","1.24",19.1,6.2,12.9
"273","2024","José Manuel Fernández","JAL","P",34,0,"25.1",31,25,432,76,0,0,0,"1.24","17.05","1.42","6.04","4.26","8.17","5.68","1.42",15.6,11,4.6
"274","2024","Scott Harkin","CAM","P",6,6,"27.0",32,31,486,81,0,0,0,"1.03","18.00","2.29","5.33","2.33","12.00","6.00","0.67",12.9,5.6,7.3
"275","2024","Juan Mateo","LEO","P",46,0,"55.2",59,43,1036,167,0,0,0,"1.37","18.61","1.75","10.19","5.82","8.89","5.98","0.81",24.4,14,10.4
"276","2024","Cam Vieaux","LAR","P",31,1,"28.2",29,26,518,86,0,0,0,"1.12","18.07","1.50","7.53","5.02","10.67","5.34","0.31",18.2,12.1,6.1
"277","2024","Ian Krol","SLT","P",34,0,"32.0",45,23,504,96,0,0,0,"1.96","15.75","2.55","7.88","3.09","9.84","7.03","2.81",19.3,7.6,11.7
"278","2024","Henderson Alvarez III","OAX","P",6,6,"21.2",27,28,333,65,0,0,0,"0.96","15.37","1.50","2.49","1.66","14.12","7.06","1.25",6,4,2
"279","2024","Sam Clay","YUC","P",27,0,"21.2",22,17,342,65,0,0,1,"1.29","15.78","2.67","9.97","3.74","7.06","5.82","0.42",26.1,9.8,16.3
"280","2024","Clark Cota","LAR","P",5,0,"5.0",5,4,96,15,0,0,0,"1.25","19.20","2.50","9.00","3.60","14.40","5.40","1.80",20.8,8.3,12.5
"281","2024","Onelki Garcia","JAL","P",3,0,"3.1",4,4,63,10,0,0,0,"1.00","18.90","1.00","2.70","2.70","16.20","5.40","0.00",6.2,6.2,0
"282","2024","Vladimir Gutierrez","PUE","P",8,8,"40.0",41,35,666,120,1,1,1,"1.17","16.65","2.05","8.78","4.28","9.23","5.40","1.58",21.5,10.5,11
"283","2024","Oliver Mateo","TAB","P",5,0,"5.0",4,7,112,15,0,0,0,"0.57","22.40","1.33","7.20","5.40","14.40","5.40","0.00",15.4,11.5,3.9
"284","2024","Pedro Payano","TIG","P",32,1,"30.0",33,27,529,90,0,0,0,"1.22","17.63","1.25","7.50","6.00","9.00","6.00","1.20",18,14.4,3.6
"285","2024","Arodys Vizcaíno","YUC","P",5,0,"5.0",5,7,90,15,0,0,0,"0.71","18.00","0.60","5.40","9.00","10.80","5.40","1.80",11.5,19.2,-7.7
"286","2024","Alberto Leyva","CHI","P",29,0,"24.2",33,23,411,74,0,0,0,"1.43","16.66","1.44","4.74","3.28","13.50","5.84","1.46",11.3,7.8,3.5
"287","2024","Sam Bordner","LAR","P",48,0,"44.1",38,39,787,133,0,0,0,"0.97","17.75","3.93","11.17","2.84","8.73","5.68","1.02",28.6,7.3,21.3
"288","2024","Gonzalo Sanudo","JAL","P",20,0,"18.0",20,17,332,54,0,0,0,"1.18","18.44","2.14","7.50","3.50","12.50","5.50","1.00",17.6,8.2,9.4
"289","2024","Mitch Lambson","SLT","P",11,8,"40.2",51,38,639,122,0,0,0,"1.34","15.71","2.27","5.53","2.43","11.29","5.75","0.89",14,6.2,7.8
"290","2024","Norwith Gudiño","MTY","P",15,10,"48.2",52,51,796,146,0,0,1,"1.02","16.36","1.58","7.03","4.44","8.32","6.10","1.48",18,11.4,6.6
"291","2024","Raul Barron","TIG","P",34,0,"30.2",42,30,576,92,0,0,1,"1.40","18.78","1.62","6.16","3.82","13.21","6.16","1.47",13.6,8.4,5.2
"292","2024","Tanner Anderson","MTY","P",18,18,"90.1",117,68,1385,271,0,0,0,"1.72","15.33","1.91","6.28","3.29","10.36","5.88","1.00",16.4,8.6,7.8
"293","2024","Esteban Haro","JAL","P",23,0,"19.1",17,27,347,58,0,0,0,"0.63","17.95","3.25","6.05","1.86","13.03","5.59","2.33",14.4,4.4,10
"294","2024","Jose Jose","QRO","P",30,0,"27.1",34,25,433,82,0,0,0,"1.36","15.84","1.67","6.59","3.95","11.20","6.26","1.98",16,9.6,6.4
"295","2024","Emilio Marquez","PUE","P",9,5,"17.2",18,16,301,53,0,0,0,"1.13","17.04","3.17","9.68","3.06","9.68","5.60","1.53",24.4,7.7,16.7
"296","2024","Junior Guerra","LAR","P",20,18,"85.0",86,82,1476,255,0,0,0,"1.05","17.36","1.38","8.05","5.82","10.38","6.04","0.64",19.1,13.9,5.2
"297","2024","Aneuris Rosario","VER","P",31,0,"28.2",29,26,543,86,0,0,1,"1.12","18.94","1.76","9.42","5.34","8.16","5.65","0.94",22.9,13,9.9
"298","2024","Alex Scherff","AGS","P",11,11,"47.2",35,65,826,143,0,0,1,"0.54","17.33","1.13","6.42","5.66","9.63","5.66","0.94",15.5,13.7,1.8
"299","2024","Fabian Anguamea","VER","P",13,0,"12.2",10,13,182,38,0,0,0,"0.77","14.37","7.50","10.66","1.42","7.11","5.68","1.42",29.4,3.9,25.5
"300","2024","Williams Ramirez","TAB","P",30,0,"25.1",18,22,510,76,0,0,0,"0.82","20.13","1.80","12.79","7.11","6.75","6.39","0.36",31.3,17.4,13.9
"301","2024","Jackson Rose","PUE","P",15,13,"49.0",49,51,862,147,0,0,0,"0.96","17.59","2.05","7.90","3.86","10.29","6.61","1.47",19.2,9.4,9.8
"302","2024","Jesus Cruz","YUC","P",39,0,"36.1",22,36,692,109,0,0,0,"0.61","19.05","2.27","12.39","5.45","7.43","5.70","1.24",31.1,13.7,17.4
"303","2024","Antonio Frias","CAM","P",13,4,"22.0",22,20,443,66,0,0,0,"1.10","20.14","1.40","8.59","6.14","11.86","6.55","0.41",19.3,13.8,5.5
"304","2024","Tiago Da Silva","DUR","P",21,14,"64.1",66,70,1095,193,0,0,2,"0.94","17.02","3.00","7.13","2.38","10.91","6.30","0.98",17.7,5.9,11.8
"305","2024","Ashton Goudeau","AGS","P",9,9,"31.1",24,33,644,94,0,0,0,"0.73","20.55","1.90","10.91","5.74","10.91","6.61","1.15",24.5,12.9,11.6
"306","2024","Ariel Gracia","CHI","P",31,3,"43.2",51,45,777,131,0,0,2,"1.13","17.79","2.40","7.42","3.09","9.48","5.77","0.62",18.6,7.7,10.9
"307","2024","Merfy Andrew","CAM","P",9,0,"9.1",9,11,226,28,0,0,0,"0.82","24.21","0.71","9.64","13.50","5.79","5.79","0.00",18.9,26.4,-7.5
"308","2024","Juan Gámez","MTY","P",27,0,"23.1",28,15,409,70,0,0,0,"1.87","17.53","2.33","8.10","3.47","11.96","5.79","0.39",19.8,8.5,11.3
"309","2024","Rodolfo Martinez","MVA","P",19,0,"18.2",23,17,327,56,0,0,0,"1.35","17.52","1.67","7.23","4.34","9.16","6.27","0.96",18.1,10.8,7.3
"310","2024","Oscar Rojas","CAM","P",10,0,"9.1",8,9,189,28,0,0,0,"0.89","20.25","3.33","9.64","2.89","12.54","5.79","0.96",23.3,7,16.3
"311","2024","Tyler Wilson","LAG","P",34,1,"32.2",24,39,621,98,0,0,0,"0.62","19.01","1.48","9.37","6.34","7.44","6.06","1.65",22.4,15.1,7.3
"312","2024","Dovydas Neverauskas","JAL","P",34,0,"31.0",34,37,559,93,0,0,0,"0.92","18.03","1.55","4.94","3.19","11.32","6.10","1.45",12.1,7.8,4.3
"313","2024","Roman Mendez","QRO","P",46,0,"43.1",54,35,708,130,0,0,0,"1.54","16.34","2.47","7.68","3.12","11.84","6.23","0.42",18.7,7.6,11.1
